Title,Domestic_Total_Gross,UK_Total_Gross,Actors,Country,British,Genre,Budget
The Mechanic,29121498,3915910,"Jason Statham, Tony Goldwyn, Ben Foster, Donald Sutherland",USA,1,Action,40000000
The Men Who Stare at Goats,32428195,6638379,"Ewan McGregor, George Clooney, Jeff Bridges, Kevin Spacey","USA, UK",1,Comedy,25000000
The Messengers,35374833,1726779,"John Corbett, Kristen Stewart",USA,0,Horror,16000000
The Missing,27011180,2819271,"Cate Blanchett, Val Kilmer*, Elisabeth Moss*, Evan Rachel Wood, Tommy Lee Jones, Aaron Eckhart",USA,0,Western,
The Mist,25594957,1079390,"Thomas Jane, Alexa Davalos",USA,0,Horror,18000000
The Monuments Men,78031620,10239935,"Matt Damon, Cate Blanchett, John Goodman, Bill Murray, George Clooney, Hugh Bonneville, Jean Dujardin, Bob Balaban","USA, Germany",1,Action,70000000
The Mortal Instruments: City of Bones,31165421,4045193,"Jared Harris, Lily Collins, Lena Headey, Jamie Campbell Bower, Jonathan Rhys Meyers, Kevin Durand","USA, Germany, Canada",1,Drama,60000000
The Mummy: Tomb of the Dragon Emperor,102491776,21667251,"Brendan Fraser, Maria Bello, Jet Li","USA, China, Germany, Canada",0,Adventure,145000000
The Muppets,88631237,27029046,",  , Jason Segel, Zach Galifianakis*, Ken Jeong* , (Cameo), Emily Blunt*, Alan Arkin*, Rashida Jones, Jack Black*, Chris Cooper, Amy Adams, Kristen Schaal* , Whoopi Goldberg* ",USA,0,Comedy,45000000
The Nanny Diaries,25930652,434917,"Laura Linney, Paul Giamatti, Chris Evans, Scarlett Johansson",USA,0,Comedy,
The Nativity Story,37629831,672040,"Keisha Castle-Hughes, Oscar Isaac, Hiam Abbass, Shaun Toub",USA,0,Drama,35000000
The New World,12712093,548457,"Irene Bedard*, John Savage*, Ben Chaplin*, Christian Bale, ""QOrianka Kilcher"", Jonathan Pryce*, Wes Studi, Christopher Plummer, Colin Farrell, Noah Taylor*, Jamie Harris*, David Thewlis","USA, UK",1,Drama,30000000
The Next Three Days,21148651,3939257,"Olivia Wilde, RZA, Brian Dennehy, Russell Crowe, Elizabeth Banks, Liam Neeson","USA, France",1,Action,30000000
The Night Listener,7836393,1341506,"Robin Williams, Toni Collette",USA,0,Thriller,
The Notorious Bettie Page,1415082,293593,"Gretchen Mol, David Strathairn, Jared Harris",USA,1,Drama,
The Number 23,35193167,7796894,"Jim Carrey, Virginia Madsen, Danny Huston, Logan Lerman","USA, Germany",0,Thriller,30000000
The Omen,54607383,8050083,"Liev Schreiber, Julia Stiles","USA, UK",0,Horror,25000000
The Order,7660806,483263,Heath Ledger,"USA, Germany",0,Horror,
The Other Guys,119219978,12605131,"The Rock, Anne Heche, Michael Keaton, Will Ferrell, Ray Stevenson, Samuel L. Jackson, Steve Coogan, Rob Riggle, Eva Mendes, Mark Wahlberg",USA,1,Action,100000000
The Other Woman,83911193,15515452,"Don Johnson, Cameron Diaz, Nicki Minaj, Kate Upton, Nikolaj Coster-Waldau, Leslie Mann",USA,0,Comedy,40000000
The Paperboy,693286,597639,"Matthew McConaughey, Zac Efron, John Cusack, Nicole Kidman, David Oyelowo",USA,0,Thriller,
The Passion of the Christ,370274604,20441388,"Monica Bellucci, James Caviezel",USA,0,Drama,30000000
The Perfect Man,16535005,985010,"Heather Locklear, Chris Noth, Hilary Duff",USA,0,Comedy,10000000
The Perks of Being a Wallflower,17742948,3670944,"Dylan McDermott, Logan Lerman, Ezra Miller, Paul Rudd, Emma Watson, Melanie Lynskey",USA,1,Drama,
The Pink Panther,82226474,10577498,"Jean Reno, Emily Mortimer, Kevin Kline, Steve Martin, Beyonce Knowles","USA, Czech Republic",1,Comedy,80000000
The Pink Panther 2,35922978,4675653,"Steve Martin, Emily Mortimer, Andy Garcia, Alfred Molina, Jean Reno, Aishwarya Rai",USA,1,Action,70000000
The Place Beyond the Pines,21403519,5266240,"Bruce Greenwood, Eva Mendes, Ryan Gosling, Dane DeHaan, Rose Byrne, Bradley Cooper, Ray Liotta",USA,0,Drama,15000000
The Polar Express,162775358,23548686,"Josh Hutcherson*, Tom Hanks, (Voice)",USA,0,Animation,165000000
The Possession,49130154,5319903,"Matisyahu, Kyra Sedgwick, Jeffrey Dean Morgan","USA, Canada",0,Horror,14000000
The Prestige,53089891,6837491,"Piper Perabo, Hugh Jackman, Christian Bale, Scarlett Johansson, David Bowie, Rebecca Hall, Michael Caine, Jamie Harris*","USA, UK",1,Drama,40000000
The Prince and Me,28176497,2622786,Julia Stiles,"USA, Czech Republic",0,Comedy,22000000
The Princess Diaries 2: Royal Engagement,95170481,7149325,"Julie Andrews, Chris Pine, Anne Hathaway, Abigail Breslin",USA,1,Comedy,40000000
The Princess and the Frog,104400899,16387133,", Anika Noni Rose* , (Voice), Jenifer Lewis* , Keith David* , Terrence Howard",USA,0,Animation,105000000
The Private Lives of Pippa Lee,337356,311672,"Monica Bellucci, Keanu Reeves, Robin Wright Penn, Alan Arkin, Winona Ryder, Blake Lively, Julianne Moore, Maria Bello, Mike Binder, Zoe Kazan",USA,0,Comedy,
The Producers,19398532,4919699,"Will Ferrell, Nathan Lane, Matthew Broderick, Uma Thurman",USA,0,Drama,45000000
The Proposal,163958031,19239235,"Sandra Bullock, Betty White, Craig T. Nelson, Malin Akerman, Mary Steenburgen, Ryan Reynolds",USA,0,Comedy,40000000
The Punisher,33810189,335650,"Ben Foster*, Thomas Jane, Rebecca Romijn, John Travolta","USA, Germany",0,Action,33000000
The Purge,64473115,5333028,"Ethan Hawke, Lena Headey","USA, France",1,Thriller,3000000
The Purge: Anarchy,71962800,7697696,"Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez","USA, France",0,Thriller,9000000
The Pursuit of Happyness,163566459,18852776,"Thandie Newton, Jaden Smith, Will Smith",USA,1,Drama,55000000
The Pyramid,2756333,571058,"Ashley Hinshaw, ""Denis OHare"", James Buckley, Christa Nicola",USA,0,Horror,
The Quiet Ones,8509867,2705349,"Sam Claflin, Jared Harris, Olivia Cooke","USA, UK",1,Horror,
The Raven,16008272,953758,"John Cusack, Brendan Gleeson, Luke Evans, Kevin McNally*, Alice Eve","USA, Spain, Hungary, Serbia",1,Thriller,26000000
The Reaping,25126214,1394223,"David Morrissey, Hilary Swank, Stephen Rea, AnnaSophia Robb, Idris Elba",USA,1,Horror,
The Ring Two,76231249,10009015,"Naomi Watts, Simon Baker, Mary Elizabeth Winstead*",USA,0,Horror,
The Ringer,35428675,3267338,"Johnny Knoxville, Katherine Heigl, Brian Cox",USA,1,Comedy,
The Rite,33047633,2544156,"Rutger Hauer, Alice Braga, Anthony Hopkins, Ciaran Hinds, ""Colin ODonoghue""","USA, Hungary, Italy",1,Thriller,37000000
The Rocker,6409528,701445,"Demetri Martin*, Jason Sudeikis, Josh Gad, Emma Stone, Bradley Cooper, Aziz Ansari*, Christina Applegate, Jane Lynch, Rainn Wilson, Jeff Garlin",USA,0,Comedy,15000000
The Roommate,37300107,516954,"Leighton Meester, Minka Kelly, Alyson Michalka, Billy Zane, Cam Gigandet",USA,0,Thriller,16000000
The Ruins,17432844,432136,"Jena Malone, Shawn Ashmore","USA, Germany, Australia",0,Horror,
The Rum Diary,13109815,2499158,"Richard Jenkins, Johnny Depp, Giovanni Ribisi, Amber Heard, Aaron Eckhart",USA,0,Adventure,45000000
The Rundown,47726342,3742875,"The Rock, Rosario Dawson, Seann William Scott, Christopher Walken",USA,0,Action,85000000
The Santa Clause 3: The Escape Clause,84500122,12353767,"Tim Allen, Abigail Breslin",USA,0,Comedy,
The Savages,6623082,586027,"Laura Linney, Zoe Kazan*, Philip Bosco, Philip Seymour Hoffman",USA,0,Comedy,
The Secret Life of Walter Mitty,58236838,10940932,"Kristen Wiig, Adam Scott, Ben Stiller, Shirley MacLaine, Sean Penn, Kathryn Hahn","USA, Canada",0,Comedy,90000000
The Seeker: The Dark Is Rising,8794452,1749119,"Alexander Ludwig, Christopher Eccleston, Ian McShane, Frances Conroy",USA,1,Fantasy,
The Sentinel,36280697,3888394,"Eva Longoria, Kim Basinger, Michael Douglas, Martin Donovan, Kiefer Sutherland",USA,0,Action,
The Sessions,6002451,374044,"William H. Macy, John Hawkes, Helen Hunt",USA,0,Drama,
The Shaggy Dog,61123569,5534468,"Danny Glover, Tim Allen, Robert Downey, Jr., Joel David Moore*",USA,0,Comedy,
The Simpsons Movie,183135014,78426654,",  , Harry Shearer* , (Voice), Joe Mantegna* , Nancy Cartwright* , Dan Castellaneta* ",USA,0,Animation,75000000
The Sisterhood of the Traveling Pants,39053061,608637,"Amber Tamblyn, Mike Vogel, America Ferrera, Blake Lively, Alexis Bledel","USA, Greece, Mexico",0,Comedy,25000000
The Sitter,30441326,3862166,"Sam Rockwell, Max Records, Method Man, Jonah Hill, Ari Graynor",USA,0,Comedy,25000000
The Skeleton Key,47907715,4667996,"Kate Hudson, Peter Sarsgaard, Gena Rowlands","USA, Germany",0,Horror,43000000
The Smurfs,142614158,28118099,"Neil Patrick Harris, , Katy Perry , (Voice), Anton Yelchin , George Lopez , Hank Azaria, Jayma Mays",USA,0,Comedy,110000000
The Smurfs 2,71017784,18884203,"Neil Patrick Harris, Brendan Gleeson, Katy Perry ,  , , Sofia Vergara, (Voice), Anton Yelchin , Hank Azaria, Jayma Mays",USA,0,Comedy,105000000
The Social Network,96962694,616663,"Rashida Jones, Andrew Garfield, Jesse Eisenberg, Max Minghella, Justin Timberlake, Armie Hammer, Rooney Mara",USA,1,Comedy,40000000
The Sorcerer's Apprentice,63150991,5423182,"Nicolas Cage, Teresa Palmer, Monica Bellucci, Jay Baruchel, Alfred Molina",USA,1,Fantasy,150000000
The Spiderwick Chronicles,71195053,20902301,"David Strathairn, (Voice), Martin Short* , Freddie Highmore, Nick Nolte, Mary-Louise Parker, Seth Rogen*",USA,1,Fantasy,90000000
The SpongeBob Movie: Sponge Out of Water,161756387,9568408,Antonio Banderas,USA,0,Animation,74000000
The SpongeBob SquarePants Movie,85417988,10631811,"(Voice), Scarlett Johansson*, Alec Baldwin*",USA,0,Animation,30000000
The Spy Next Door,24307086,3971159,"George Lopez, Billy Ray Cyrus, Jackie Chan",USA,0,Action,28000000
The Squid and the Whale,7372734,1229887,"Laura Linney, Jeff Daniels, Anna Paquin, Jesse Eisenberg",USA,0,Comedy,1500000
The Station Agent,5739376,903919,"Richard Kind, Patricia Clarkson, Michelle Williams*, Peter Dinklage, Bobby Cannavale, John Slattery*",USA,0,Drama,
The Stepford Wives,59484742,7784785,"Christopher Walken, Matthew Broderick, Nicole Kidman, Glenn Close, Bette Midler",USA,0,Comedy,90000000
The Strangers,52597610,7804867,"Scott Speedman, Liv Tyler",USA,0,Thriller,9000000
The Switch,27779426,1029490,"Patrick Wilson, Jason Bateman, Jennifer Aniston, Juliette Lewis, Jeff Goldblum",USA,0,Comedy,19000000
The Terminal,77872883,11911838,"Diego Luna*, Tom Hanks, Stanley Tucci, Zoe Saldana*, Catherine Zeta-Jones",USA,0,Comedy,60000000
The Texas Chainsaw Massacre,80571655,6647662,"Jessica Biel, Mike Vogel",USA,0,Horror,9500000
The Texas Chainsaw Massacre: The Beginning,39517763,2839155,"Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer",USA,0,Horror,16000000
The Thing,16928670,1869460,"Joel Edgerton, Mary Elizabeth Winstead, Eric Christian Olsen",USA,0,Horror,38000000
The Three Stooges,44338224,2537705,"Sean Hayes, Sofia Vergara, Jennifer Hudson, Larry David, Chris Diamantopoulos, Jane Lynch, Kate Upton, Will Sasso",USA,0,Comedy,30000000
The Time Traveler's Wife,63414846,12171979,"Ron Livingston, Eric Bana, Rachel McAdams",USA,0,Romance,39000000
The Tourist,67631157,8045889,"Angelina Jolie, Rufus Sewell, Johnny Depp, Paul Bettany, Timothy Dalton","USA, France, Italy",1,Thriller,100000000
The Town,92186262,7484217,"Ben Affleck, Blake Lively, Rebecca Hall, Jeremy Renner, Jon Hamm, Chris Cooper, Pete Postlethwaite",USA,1,Drama,37000000
The Tree of Life,13303319,2769160,"Tye Sheridan, Brad Pitt, Sean Penn, Jessica Chastain",USA,0,Drama,32000000
The Twilight Saga: Breaking Dawn Part 1,281287133,48806194,"Robert Pattinson, Peter Facinelli, Billy Burke, Taylor Lautner, Anna Kendrick*, Michael Sheen*, Jackson Rathbone, Elizabeth Reaser, Maggie Grace*, Kellan Lutz, Nikki Reed, Ashley Greene, Kristen Stewart",USA,1,Romance,110000000
The Twilight Saga: Breaking Dawn Part 2,292324737,57946291,"Robert Pattinson, Peter Facinelli, Michael Sheen, Billy Burke, Maggie Grace, Taylor Lautner, Jackson Rathbone, Dakota Fanning, Kellan Lutz, Nikki Reed, Ashley Greene, Kristen Stewart",USA,1,Romance,120000000
The Twilight Saga: Eclipse,300531751,45709785,"Robert Pattinson, Peter Facinelli, Billy Burke, Taylor Lautner, Bryce Dallas Howard*, Anna Kendrick*, Jackson Rathbone, Xavier Samuel, Cameron Bright*, Elizabeth Reaser, Catalina Sandino Moreno*, Sarah Clarke*, Dakota Fanning, Kellan Lutz, Nikki Reed, Ashley Greene, Kristen Stewart",USA,1,Romance,68000000
The Twilight Saga: New Moon,296623634,43409449,"Robert Pattinson, Peter Facinelli, Billy Burke, Michael Sheen, Taylor Lautner, Anna Kendrick*, Jackson Rathbone, Dakota Fanning*, Elizabeth Reaser, Cam Gigandet*, Kellan Lutz, Ashley Greene, Kristen Stewart",USA,1,Romance,50000000
The Unborn,42670410,1620599,"Gary Oldman, Cam Gigandet, Odette Yustman, Idris Elba, Jane Alexander, Carla Gugino, Meagan Good",USA,1,Horror,16000000
The Village,114197520,18743397,"Bryce Dallas Howard, Brendan Gleeson, Joaquin Phoenix, Adrien Brody, Jesse Eisenberg, Sigourney Weaver, M. Night Shyamalan*",USA,0,Horror,60000000
The Vow,125014030,8749557,"Jessica Lange, Rachel McAdams, Sam Neill, Channing Tatum, Scott Speedman","USA, France, Australia, UK, Germany",0,Drama,30000000
The Walker,79698,432536,"Kristin Scott Thomas, Woody Harrelson, Ned Beatty, Mary Beth Hurt, Lily Tomlin, Lauren Bacall, Willem Dafoe","USA, UK",1,Drama,
The Watch,35353000,6005477,"Vince Vaughn, (Cameo), Andy Samberg*, Richard Ayoade, Will Forte, Rosemarie DeWitt, Ben Stiller, Jonah Hill",USA,0,Comedy,68000000
The Watcher,28946615,1600469,"Marisa Tomei, Keanu Reeves",USA,0,Thriller,30000000
The Water Horse: Legend of the Deep,40946255,9451837,"David Morrissey, Ben Chaplin, Emily Watson, Brian Cox",USA,1,Fantasy,
"The Way, Way Back",21506546,2405782,"Sam Rockwell, Maya Rudolph, Allison Janney, AnnaSophia Robb, Toni Collette, Amanda Peet, Steve Carell, Liam James",USA,0,Comedy,
The Weather Man,12482775,1947395,"Michael Caine, Nicolas Cage, Hope Davis, Nicholas Hoult","USA, Germany",1,Comedy,22000000
The Wedding Date,31726995,7577974,"Amy Adams, Debra Messing, Jack Davenport, Dermot Mulroney",USA,1,Comedy,15000000
The Wedding Ringer,64460211,3189135,"Kevin Hart, Josh Gad, Olivia Thirlby, Kaley Cuoco",USA,0,Comedy,23000000
The Wicker Man,23649127,3155534,"Nicolas Cage, Molly Parker, Leelee Sobieski, Ellen Burstyn","USA, Germany, Canada",0,Horror,40000000
The Wolf of Wall Street,116900694,37413041,"Matthew McConaughey, Rob Reiner, Shea Whigham, Jon Favreau, Jon Bernthal, Jean Dujardin, Jonah Hill, Kyle Chandler, Margot Robbie, Leonardo DiCaprio",USA,0,Drama,100000000
The Wolfman,61979680,7315126,"Emily Blunt, Hugo Weaving, Benicio Del Toro, Anthony Hopkins",USA,1,Horror,150000000
The Wolverine,132556852,21087118,"Hugh Jackman, Famke Janssen*","USA, UK",0,Action,120000000
The Women,26902075,6725801,"Cloris Leachman, Debra Messing, Meg Ryan, Candice Bergen, Eva Mendes, Annette Bening, Bette Midler, Debi Mazar, Carrie Fisher, Jada Pinkett-Smith",USA,0,Comedy,16000000
The Woodsman,1576231,562540,"Kyra Sedgwick, Benjamin Bratt, Kevin Bacon, Mos Def",USA,0,Drama,
The X-Files: I Want to Believe,20982478,4391760,"Amanda Peet, David Duchovny, Gillian Anderson","USA, Canada",0,Thriller,30000000
There Will Be Blood,40222514,9189480,"Daniel Day-Lewis, Ciaran Hinds, Paul Dano",USA,1,Drama,25000000
Think Like a Man Too,65182182,582941,"Taraji P. Henson, Michael Ealy, Regina Hall, Gabrielle Union, Jerry Ferrara, Kevin Hart, Romany Malco, Wendi McLendon-Covey, Meagan Good",USA,0,Comedy,24000000
Thirteen,4601043,432569,"Evan Rachel Wood, Holly Hunter, Vanessa Hudgens*",USA,0,Drama,2000000
This Is 40,67544505,4291296,"Jason Segel, ""Chris ODowd"", Annie Mumolo, Melissa McCarthy, Albert Brooks, Paul Rudd, John Lithgow, Leslie Mann, Megan Fox",USA,1,Comedy,35000000
This Means War,54760791,7979125,"Angela Bassett, Chelsea Handler, Rosemary Harris*, Chris Pine, Reese Witherspoon, Til Schweiger, Tom Hardy",USA,1,Action,65000000
This is Where I Leave You,34296320,378151,"Connie Britton, Adam Driver, Tina Fey, Jane Fonda, Timothy Olyphant, Corey Stoll, Dax Shepard, Jason Bateman, Rose Byrne, Kathryn Hahn",USA,0,Comedy,19800000
This is the End,101470202,6270430,"James Franco, (Cameo), Craig Robinson, Jay Baruchel, Danny McBride, Jonah Hill, Kevin Hart*, Michael Cera, Emma Watson, Seth Rogen",USA,1,Comedy,32000000
Thor: The Dark World,206362140,31811834,"Natalie Portman, Chris Hemsworth, Zachary Levi, Ray Stevenson, Tom Hiddleston, Stellan Skarsgard, Idris Elba, Rene Russo, Kat Dennings, Jaimie Alexander, ""Chris ODowd"", Anthony Hopkins, Christopher Eccleston",USA,1,Action,170000000
Timeline,19481943,1104933,"Gerard Butler, Michael Sheen, Billy Connolly, Anna Friel, Paul Walker, Neal McDonough, Ethan Embry, ""Frances OConnor"", Matt Craven, David Thewlis",USA,1,Adventure,80000000
To Rome with Love,16685867,912393,"Woody Allen, Penelope Cruz, Greta Gerwig, Jesse Eisenberg, Ellen Page, Alec Baldwin, Roberto Benigni","USA, Italy, Spain",0,Comedy,
Torque,21215059,1998059,"Ice Cube, Adam Scott","USA, Australia",0,Action,40000000
Total Recall,58877969,9126874,"Bill Nighy, Kate Beckinsale, Jessica Biel, Bryan Cranston, John Cho, Colin Farrell",USA,1,Action,125000000
Tower Heist,78046570,7060653,"Tea Leoni, Michael Pena, Matthew Broderick, Gabourey Sidibe, Alan Alda, Ben Stiller, Casey Affleck, Kate Upton*, Eddie Murphy",USA,0,Comedy,75000000
Toy Story 3,415004880,116625632,",  , Wallace Shawn , Joan Cusack , Michael Keaton, Richard Kind* , (Voice), Bonnie Hunt*, Tom Hanks, John Ratzenberger , Lee Unkrich*, Ned Beatty ",USA,0,Animation,200000000
Transamerica,9015303,1392753,"Andrea James, Felicity Huffman, Danny Burstein, Maurice Orozco",USA,0,Comedy,
Transformers,319246193,47478290,"Bernie Mac*, Rachael Taylor, Anthony Anderson, Jon Voight, Josh Duhamel, John Turturro, Tyrese Gibson, Megan Fox, Shia LaBeouf",USA,0,Action,150000000
Transformers: Age of Extinction,245439076,33175952,"TJ Miller, Kelsey Grammer, Jack Reynor, Mark Wahlberg, Stanley Tucci, Nicola Peltz","USA, China",0,Action,210000000
Trespass,24094,893677,"Nicolas Cage, Nicole Kidman, Cam Gigandet","USA, Bulgaria",0,Thriller,
Tron Legacy,172062763,16221225,"Olivia Wilde, Beau Garrett, Michael Sheen, Cillian Murphy*, Bruce Boxleitner, Jeff Bridges, Garrett Hedlund, James Frain, (Cameo)",USA,1,Action,170000000
Tropic Thunder,110515313,15478805,"Jack Black, Tom Cruise*, Matthew McConaughey*, Bill Hader, Jay Baruchel, Danny McBride, Ben Stiller, Steve Coogan, Brandon T. Jackson, Robert Downey, Jr., Nick Nolte","USA, UK, Germany",1,Action,92000000
Troy,133378256,31684507,"Brendan Gleeson, Rose Byrne, Diane Kruger, Brad Pitt, Eric Bana, ""Peter OToole"", Brian Cox, Sean Bean, Garrett Hedlund*, Orlando Bloom","USA, Malta, UK",1,Epic,175000000
Trust the Man,1530535,1116247,"Justin Bartha, Billy Crudup, Garry Shandling*, James LeGros*, David Duchovny, Ellen Barkin*, Julianne Moore, Eva Mendes*, Maggie Gyllenhaal",USA,0,Comedy,
Turbo,83028128,19076286,"Michael Pena , , Ken Jeong* ,  , Maya Rudolph , (Voice), Ryan Reynolds, Paul Giamatti",USA,0,Animation,135000000
Turistas,7027762,2290406,"Olivia Wilde, Beau Garrett, Josh Duhamel, Melissa George",USA,0,Thriller,10000000
Twilight,192769854,16305715,"Robert Pattinson, Peter Facinelli, Nikki Reed*, Billy Burke, Cam Gigandet, Anna Kendrick*, Taylor Lautner*, Elizabeth Reaser, Sarah Clarke*, Kellan Lutz*, Jackson Rathbone*, Ashley Greene, Kristen Stewart",USA,1,Romance,37000000
Twisted,25198598,488602,"Samuel L. Jackson, Philip Kaufman, Ashley Judd","USA, Germany",0,Thriller,50000000
Two for the Money,22991379,614467,"Al Pacino, Matthew McConaughey, Rene Russo",USA,0,Drama,35000000
U2 3D,10363341,1447732,"Bono, Adam Clayton, Larry Mullen Jr., The Edge",USA,0,IMAX,
Ultraviolet,18535812,647052,Milla Jovovich,USA,0,Action,30000000
Unaccompanied Minors,16655224,2102515,"Rob Riggle, Kristen Wiig, Wilmer Valderrama",USA,0,Comedy,25000000
Unbroken,115637895,2886368,"""Jack OConnell"", Alex Russell, Domhnall Gleeson, Garrett Hedlund, Jai Courtney",USA,1,Drama,65000000
Under the Sea 3D,35916045,345798,"(Narrator), Jim Carrey*","USA, Canada",0,IMAX,
Under the Tuscan Sun,43610723,806314,Diane Lane,"USA, Italy",0,Romance,18000000
Underdog,43760605,3038323,",  , Jason Lee , (Voice)",USA,0,Comedy,
Underworld Awakening,62321039,5071675,"Theo James, Michael Ealy, Stephen Rea, Kate Beckinsale",USA,1,Action,70000000
Underworld: Evolution,62318875,5438365,"Michael Sheen*, Kate Beckinsale, Scott Speedman",USA,1,Action,
Underworld: Rise of the Lycans,45802315,3687631,"Bill Nighy, Rhona Mitra, Michael Sheen","USA, New Zealand",1,Action,35000000
Unfinished Business,10219501,1057035,"Sienna Miller, Dave Franco, Tom Wilkinson, Vince Vaughn",USA,1,Comedy,35000000
Untraceable,28687835,3516577,"Diane Lane, Billy Burke",USA,0,Thriller,35000000
Up,293004164,55413275,"Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",USA,0,Animation,175000000
V for Vendetta,70511035,6664730,"Hugo Weaving, Stephen Rea, Imogen Poots*, John Hurt, Natalie Portman","USA, UK, Germany",1,Action,54000000
Vacancy,19363565,3768338,"Luke Wilson, Kate Beckinsale",USA,1,Horror,19000000
Valentine's Day,110485654,15460467,"Julia Roberts, Taylor Lautner, Topher Grace, Kathy Bates, Jessica Biel, Queen Latifah, Ashton Kutcher, Jennifer Garner, Jamie Foxx, Shirley MacLaine, Jessica Alba, Emma Roberts, Anne Hathaway, Bradley Cooper",USA,0,Comedy,52000000
Valkyrie,83077833,9552207,"Bill Nighy, Tom Wilkinson, Carice van Houten, Kenneth Branagh, Tom Cruise","USA, Germany",1,Thriller,75000000
Vampires Suck,36661504,4798312,"Jenn Proske, Matt Lanter, Diedrich Bader, Chris Riggi",USA,0,Horror,20000000
Van Helsing,120177084,27604630,"Hugh Jackman, Kate Beckinsale","USA, Czech Republic",1,Horror,160000000
Vanity Fair,16136476,1554653,"Rhys Ifans, Reese Witherspoon, Jim Broadbent, Jonathan Rhys Meyers, Tom Sturridge*, Romola Garai","USA, UK, India",1,Drama,23000000
Vantage Point,72266306,11610153,"Forest Whitaker, William Hurt, Sigourney Weaver, Dennis Quaid, Matthew Fox, Zoe Saldana",USA,0,Thriller,40000000
WALL-E,223808164,41215600,", (Voice), Sigourney Weaver*, Fred Willard* ",USA,0,Animation,180000000
WAR,22486409,810735,"Jason Statham, Jet Li","USA, Canada",1,Action,
Waiting...,16124543,1171170,"Anna Faris, Justin Long, Ryan Reynolds",USA,0,Comedy,3000000
Waitress,19074800,854459,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto",USA,0,Comedy,
Walk Hard: The Dewey Cox Story,18317151,1049675,"Justin Long*, Kristen Wiig, John C. Reilly, (Cameo), Jenna Fischer, Jonah Hill*, Ed Helms*",USA,0,Comedy,35000000
Walk the Line,119519402,18148984,"Joaquin Phoenix, Robert Patrick, Reese Witherspoon, Ginnifer Goodwin","USA, Germany",0,Drama,28000000
Walking Tall,46437717,1459962,"The Rock, Johnny Knoxville",USA,0,Action,46000000
Wall Street: Money Never Sleeps,52474616,6392472,"Frank Langella, (Cameo), Susan Sarandon, Eli Wallach, Josh Brolin, Carey Mulligan, Charlie Sheen*, Michael Douglas, Shia LaBeouf",USA,1,Drama,70000000
Wallace and Gromit: The Curse of the Were-Rabbit,56110897,56812849,"Ralph Fiennes*, (Voice), Helena Bonham Carter",USA,1,Animation,30000000
Wanderlust,17450535,1744462,"Jennifer Aniston, Ken Marino, Justin Theroux, Malin Akerman, Alan Alda, Paul Rudd",USA,0,Comedy,
Wanted,134508551,19344027,"Morgan Freeman, Angelina Jolie, Chris Pratt*, James McAvoy, Common","USA, Germany",1,Action,75000000
War Horse,79884879,29572235,"Tom Hiddleston, Benedict Cumberbatch, Emily Watson, David Thewlis",USA,1,War,66000000
War of the Worlds,234280354,55555574,"Dakota Fanning, Amy Ryan*, Tim Robbins, Tom Cruise",USA,0,Horror,132000000
Warm Bodies,66380662,4250343,"Teresa Palmer, Rob Corddry, Dave Franco, Nicholas Hoult, Analeigh Tipton, John Malkovich","USA, Canada",1,Drama,35000000
Warrior,13657115,2885778,"Joel Edgerton, Jennifer Morrison, Nick Nolte, Frank Grillo, Tom Hardy",USA,1,Action,25000000
Watchmen,107509799,540329,"Matthew Goode, Patrick Wilson, Jeffrey Dean Morgan, Billy Crudup, Malin Akerman, Jackie Earle Haley",USA,1,Action,130000000
Water for Elephants,58709717,6168676,"Robert Pattinson, Christoph Waltz, Reese Witherspoon, Hal Holbrook, James Frain",USA,1,Drama,38000000
We Bought a Zoo,75624550,4117229,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Angus Macfadyen, Patrick Fugit, Elle Fanning",USA,0,Comedy,
We Own the Night,28563179,3605912,"Mark Wahlberg, Joaquin Phoenix, Eva Mendes, Robert Duvall",USA,0,Drama,21000000
We're the Millers,150394119,13433112,"Ed Helms, Emma Roberts, Jennifer Aniston, Jason Sudeikis, Will Poulter",USA,0,Comedy,37000000
Wedding Crashers,209255921,23155572,"Rachel McAdams, Vince Vaughn, (Cameo), Will Ferrell*, Jane Seymour, Owen Wilson, Christopher Walken, Isla Fisher, Bradley Cooper",USA,1,Comedy,40000000
What Happens in Vegas,80277646,15639149,"Jason Sudeikis, Cameron Diaz, Treat Williams, Rob Corddry, Lake Bell, Queen Latifah, Dennis Farina, Zach Galifianakis, Ashton Kutcher",USA,0,Comedy,35000000
What a Girl Wants,36105433,1400365,"Eileen Atkins, Amanda Bynes, Jonathan Pryce, Colin Firth, Kelly Preston",USA,1,Comedy,25000000
What to Expect When You're Expecting,41152203,6611677,"Chace Crawford, Cameron Diaz, Anna Kendrick, Jennifer Lopez, Elizabeth Banks, Brooklyn Decker, Rodrigo Santoro, Chris Rock, Rebel Wilson*, Dennis Quaid",USA,0,Comedy,40000000
What's Your Number?,14011084,1278571,"Anna Faris, Blythe Danner, Andy Samberg, Martin Freeman, Chris Evans, Aziz Ansari*, Chris Pratt, Mike Vogel*, Zachary Quinto, Ari Graynor, Anthony Mackie",USA,1,Comedy,20000000
